doctype,fieldname,fieldtype,part,source
Expense Claim,approval_status,Select,option,Draft
Expense Claim,approval_status,Select,option,Approved
Expense Claim,approval_status,Select,option,Rejected
Expense Claim,expenses,Table,label,Expenses
Expense Claim,taxes_and_charges_sb,Section Break,label,Taxes & Charges
Expense Claim,taxes,Table,label,Expense Taxes and Charges
Expense Claim,advance_payments_sb,Section Break,label,Advance Payments
Expense Claim,advances,Table,label,Advances
Expense Claim,transactions_section,Section Break,label,Totals
Expense Claim,total_sanctioned_amount,Currency,label,Total Sanctioned Amount
Expense Claim,total_taxes_and_charges,Currency,label,Total Taxes and Charges
Expense Claim,total_advance_amount,Currency,label,Total Advance Amount
Expense Claim,grand_total,Currency,label,Grand Total
Expense Claim,total_claimed_amount,Currency,label,Total Claimed Amount
Expense Claim,total_amount_reimbursed,Currency,label,Total Amount Reimbursed
Expense Claim,accounting_details_tab,Tab Break,label,Accounting
Expense Claim,accounting_details,Section Break,label,Accounting Details
Expense Claim,posting_date,Date,label,Posting Date
Expense Claim,is_paid,Check,label,Is Paid
Expense Claim,mode_of_payment,Link,label,Mode of Payment
Expense Claim,payable_account,Link,label,Payable Account
Expense Claim,clearance_date,Date,label,Clearance Date
Expense Claim,remark,Small Text,label,Remark
Expense Claim,accounting_dimensions_section,Section Break,label,Accounting Dimensions
Expense Claim,project,Link,label,Project
Expense Claim,cost_center,Link,label,Cost Center
Expense Claim,more_info_tab,Tab Break,label,More Info
Expense Claim,status,Select,label,Status
Expense Claim,status,Select,option,Draft
Expense Claim,status,Select,option,Paid
Expense Claim,status,Select,option,Unpaid
Expense Claim,status,Select,option,Rejected
Expense Claim,status,Select,option,Submitted
Expense Claim,status,Select,option,Cancelled
Expense Claim,task,Link,label,Task
Expense Claim,amended_from,Link,label,Amended From
Expense Claim,delivery_trip,Link,label,Delivery Trip
Expense Claim,vehicle_log,Link,label,Vehicle Log
Expense Claim,dashboard_tab,Tab Break,label,Dashboard
Competitor,competitor_name,Data,label,Competitor Name
Competitor,website,Data,label,Website
Quotation Lost Reason,order_lost_reason,Data,label,Quotation Lost Reason
Subcontracting Receipt,title,Data,label,Title
Subcontracting Receipt,naming_series,Select,label,Series
Subcontracting Receipt,naming_series,Select,option,MAT-SCR-.YYYY.-
Subcontracting Receipt,naming_series,Select,option,MAT-SCR-RET-.YYYY.-
Subcontracting Receipt,supplier,Link,label,Job Worker
Subcontracting Receipt,supplier_name,Data,label,Job Worker Name
Subcontracting Receipt,supplier_delivery_note,Data,label,Job Worker Delivery Note
Subcontracting Receipt,company,Link,label,Company
Subcontracting Receipt,posting_date,Date,label,Date
Subcontracting Receipt,posting_time,Time,label,Posting Time
Subcontracting Receipt,posting_time,Time,description,Time at which materials were received
Subcontracting Receipt,set_posting_time,Check,label,Edit Posting Date and Time
Subcontracting Receipt,is_return,Check,label,Is Return
Subcontracting Receipt,return_against,Link,label,Return Against Subcontracting Receipt
Subcontracting Receipt,accounting_dimensions_section,Section Break,label,Accounting Dimensions
Subcontracting Receipt,cost_center,Link,label,Cost Center
Subcontracting Receipt,project,Link,label,Project
Subcontracting Receipt,set_warehouse,Link,label,Accepted Warehouse
Subcontracting Receipt,set_warehouse,Link,description,Sets 'Accepted Warehouse' in each row of the Items table.
Subcontracting Receipt,rejected_warehouse,Link,label,Rejected Warehouse
Subcontracting Receipt,rejected_warehouse,Link,description,Sets 'Rejected Warehouse' in each row of the Items table.
Subcontracting Receipt,supplier_warehouse,Link,label,Job Worker Warehouse
Subcontracting Receipt,items_section,Section Break,option,fa fa-shopping-cart
Subcontracting Receipt,get_scrap_items,Button,label,Get Scrap Items
Subcontracting Receipt,items,Table,label,Items
Subcontracting Receipt,total_qty,Float,label,Total Quantity
Subcontracting Receipt,total,Currency,label,Total
Subcontracting Receipt,raw_materials_consumed_section,Section Break,label,Raw Materials Actions
Subcontracting Receipt,reset_raw_materials_table,Button,label,Reset Raw Materials Table
Subcontracting Receipt,get_current_stock,Button,label,Get Current Stock
Subcontracting Receipt,raw_material_details,Section Break,label,Raw Materials Consumed
Subcontracting Receipt,raw_material_details,Section Break,option,fa fa-table
Subcontracting Receipt,supplied_items,Table,label,Consumed Items
Subcontracting Receipt,in_words,Data,label,In Words
Subcontracting Receipt,bill_no,Data,label,Bill No
Subcontracting Receipt,bill_date,Date,label,Bill Date
Subcontracting Receipt,tab_addresses,Tab Break,label,Address and Contact
Subcontracting Receipt,supplier_address,Link,label,Select Job Worker Address
Subcontracting Receipt,contact_person,Link,label,Contact Person
Subcontracting Receipt,address_display,Small Text,label,Address
Subcontracting Receipt,contact_display,Small Text,label,Contact
Subcontracting Receipt,contact_mobile,Small Text,label,Mobile No
Subcontracting Receipt,contact_email,Small Text,label,Contact Email
Subcontracting Receipt,shipping_address,Link,label,Select Shipping Address
Subcontracting Receipt,shipping_address_display,Small Text,label,Shipping Address
Subcontracting Receipt,billing_address,Link,label,Select Billing Address
Subcontracting Receipt,billing_address_display,Small Text,label,Billing Address
Subcontracting Receipt,tab_additional_costs,Tab Break,label,Additional Costs
Subcontracting Receipt,distribute_additional_costs_based_on,Select,label,Distribute Additional Costs Based On
Subcontracting Receipt,distribute_additional_costs_based_on,Select,option,Qty
Subcontracting Receipt,distribute_additional_costs_based_on,Select,option,Amount
Subcontracting Receipt,additional_costs,Table,label,Additional Costs
Subcontracting Receipt,total_additional_costs,Currency,label,Total Additional Costs
Subcontracting Receipt,tab_other_info,Tab Break,label,Other Info
Subcontracting Receipt,more_info,Section Break,label,More Information
Subcontracting Receipt,more_info,Section Break,option,fa fa-file-text
Subcontracting Receipt,amended_from,Link,label,Amended From
Subcontracting Receipt,range,Data,label,Range
Subcontracting Receipt,represents_company,Link,label,Represents Company
Subcontracting Receipt,order_status_section,Section Break,label,Order Status
Subcontracting Receipt,status,Select,label,Status
Subcontracting Receipt,status,Select,option,Draft
Subcontracting Receipt,status,Select,option,Completed
Subcontracting Receipt,status,Select,option,Return
Subcontracting Receipt,status,Select,option,Return Issued
Subcontracting Receipt,status,Select,option,Cancelled
Subcontracting Receipt,status,Select,option,Closed
Subcontracting Receipt,per_returned,Percent,label,% Returned
Subcontracting Receipt,subscription_detail,Section Break,label,Auto Repeat Detail
Subcontracting Receipt,auto_repeat,Link,label,Auto Repeat
Subcontracting Receipt,printing_settings,Section Break,label,Printing Settings
Subcontracting Receipt,letter_head,Link,label,Letter Head
Subcontracting Receipt,language,Data,label,Print Language
Subcontracting Receipt,instructions,Small Text,label,Instructions
Subcontracting Receipt,select_print_heading,Link,label,Print Heading
Subcontracting Receipt,other_details,HTML,label,Other Details
Subcontracting Receipt,remarks,Small Text,label,Remarks
Subcontracting Receipt,transporter_info,Section Break,label,Transporter Details
Subcontracting Receipt,transporter_info,Section Break,option,fa fa-truck
Subcontracting Receipt,transporter_name,Data,label,Transporter Name
Subcontracting Receipt,lr_no,Data,label,Vehicle Number
Subcontracting Receipt,lr_date,Date,label,Vehicle Date
Subcontracting Receipt,tab_connections,Tab Break,label,Connections
Subcontracting Order,title,Data,label,Title
Subcontracting Order,naming_series,Select,label,Series
Subcontracting Order,naming_series,Select,option,SC-ORD-.YYYY.-
Subcontracting Order,purchase_order,Link,label,Subcontracting Purchase Order
Subcontracting Order,supplier,Link,label,Job Worker
Subcontracting Order,supplier_name,Data,label,Job Worker Name
Subcontracting Order,supplier_warehouse,Link,label,Job Worker Warehouse
Subcontracting Order,company,Link,label,Company
Subcontracting Order,transaction_date,Date,label,Date
Subcontracting Order,schedule_date,Date,label,Required By
Subcontracting Order,amended_from,Link,label,Amended From
Subcontracting Order,accounting_dimensions_section,Section Break,label,Accounting Dimensions
Subcontracting Order,cost_center,Link,label,Cost Center
Subcontracting Order,project,Link,label,Project
Subcontracting Order,set_warehouse,Link,label,Set Target Warehouse
Subcontracting Order,set_warehouse,Link,description,Sets 'Warehouse' in each row of the Items table.
Subcontracting Order,items,Table,label,Items
Subcontracting Order,total_qty,Float,label,Total Quantity
Subcontracting Order,total,Currency,label,Total
Subcontracting Order,service_items_section,Section Break,label,Service Items
Subcontracting Order,service_items,Table,label,Service Items
Subcontracting Order,raw_materials_supplied_section,Section Break,label,Raw Materials Supplied
Subcontracting Order,set_reserve_warehouse,Link,label,Set Reserve Warehouse
Subcontracting Order,set_reserve_warehouse,Link,description,Sets 'Reserve Warehouse' in each row of the Supplied Items table.
Subcontracting Order,supplied_items,Table,label,Supplied Items
Subcontracting Order,tab_address_and_contact,Tab Break,label,Address and Contact
Subcontracting Order,supplier_address,Link,label,Job Worker Address
Subcontracting Order,address_display,Small Text,label,Job Worker Address Details
Subcontracting Order,contact_person,Link,label,Job Worker Contact
Subcontracting Order,contact_display,Small Text,label,Contact Name
Subcontracting Order,contact_mobile,Small Text,label,Contact Mobile No
Subcontracting Order,contact_email,Small Text,label,Contact Email
Subcontracting Order,shipping_address,Link,label,Company Shipping Address
Subcontracting Order,shipping_address_display,Small Text,label,Shipping Address Details
Subcontracting Order,billing_address,Link,label,Company Billing Address
Subcontracting Order,billing_address_display,Small Text,label,Billing Address Details
Subcontracting Order,tab_additional_costs,Tab Break,label,Additional Costs
Subcontracting Order,distribute_additional_costs_based_on,Select,label,Distribute Additional Costs Based On
Subcontracting Order,distribute_additional_costs_based_on,Select,option,Qty
Subcontracting Order,distribute_additional_costs_based_on,Select,option,Amount
Subcontracting Order,additional_costs,Table,label,Additional Costs
Subcontracting Order,total_additional_costs,Currency,label,Total Additional Costs
Subcontracting Order,tab_other_info,Tab Break,label,Other Info
Subcontracting Order,order_status_section,Section Break,label,Order Status
Subcontracting Order,status,Select,label,Status
Subcontracting Order,status,Select,option,Draft
Subcontracting Order,status,Select,option,Open
Subcontracting Order,status,Select,option,Partially Received
Subcontracting Order,status,Select,option,Completed
Subcontracting Order,status,Select,option,Material Transferred
Subcontracting Order,status,Select,option,Partial Material Transferred
Subcontracting Order,status,Select,option,Cancelled
Subcontracting Order,status,Select,option,Closed
Subcontracting Order,per_received,Percent,label,% Received
Subcontracting Order,printing_settings_section,Section Break,label,Printing Settings
Subcontracting Order,select_print_heading,Link,label,Print Heading
Subcontracting Order,letter_head,Link,label,Letter Head
Subcontracting Order,tab_connections,Tab Break,label,Connections
Blanket Order,naming_series,Select,label,Series
Blanket Order,naming_series,Select,option,MFG-BLR-.YYYY.-
Blanket Order,blanket_order_type,Select,label,Order Type
Blanket Order,blanket_order_type,Select,option,Selling
Blanket Order,blanket_order_type,Select,option,Purchasing
Blanket Order,customer,Link,label,Customer
Blanket Order,customer_name,Data,label,Customer Name
Blanket Order,supplier,Link,label,Supplier
Blanket Order,supplier_name,Data,label,Supplier Name
Blanket Order,order_no,Data,label,Order No
Blanket Order,order_date,Date,label,Order Date
Blanket Order,from_date,Date,label,From Date
Blanket Order,to_date,Date,label,To Date
Blanket Order,company,Link,label,Company
Blanket Order,items,Table,label,Item
Blanket Order,amended_from,Link,label,Amended From
Blanket Order,terms_and_conditions_section,Section Break,label,Terms and Conditions
Blanket Order,tc_name,Link,label,Terms
Blanket Order,terms,Text Editor,label,Terms and Conditions Details
Email Domain,domain_name,Data,label,Domain Name
Email Domain,mailbox_settings,Section Break,label,Incoming Settings
Email Domain,email_server,Data,label,Incoming Server
Email Domain,email_server,Data,description,e.g. pop.gmail.com / imap.gmail.com
Email Domain,use_imap,Check,label,Use IMAP
Email Domain,use_ssl,Check,label,Use SSL
Email Domain,use_starttls,Check,label,Use STARTTLS
Email Domain,incoming_port,Data,label,Port
Email Domain,incoming_port,Data,description,"If non-standard port (e.g. POP3: 995/110, IMAP: 993/143)"
Email Domain,attachment_limit,Int,label,Attachment Limit (MB)
Email Domain,attachment_limit,Int,description,Ignore attachments over this size
Email Domain,outgoing_mail_settings,Section Break,label,Outgoing Settings
Email Domain,smtp_server,Data,label,Outgoing Server
Email Domain,smtp_server,Data,description,e.g. smtp.gmail.com
Email Domain,use_tls,Check,label,Use TLS
Email Domain,use_ssl_for_outgoing,Check,label,Use SSL
Email Domain,smtp_port,Data,label,Port
Email Domain,smtp_port,Data,description,If non standard port (e.g. 587)
Email Domain,append_emails_to_sent_folder,Check,label,Append Emails to Sent Folder
Email Domain,sent_folder_name,Data,label,Sent Folder Name
Email Domain,sent_folder_name,Data,description,"Some mailboxes require a different Sent Folder Name e.g. ""INBOX.Sent"""
Production Plan,naming_series,Select,label,Naming Series
Production Plan,naming_series,Select,option,MFG-PP-.YYYY.-
Production Plan,company,Link,label,Company
Production Plan,get_items_from,Select,label,Get Items From
Production Plan,get_items_from,Select,option,Sales Order
Production Plan,get_items_from,Select,option,Material Request
Production Plan,posting_date,Date,label,Posting Date
Production Plan,filters,Section Break,label,Filters
Production Plan,item_code,Link,label,Item Code
Production Plan,customer,Link,label,Customer
Production Plan,warehouse,Link,label,Warehouse
Production Plan,project,Link,label,Project
Production Plan,sales_order_status,Select,label,Sales Order Status
Production Plan,sales_order_status,Select,option,To Deliver and Bill
Production Plan,sales_order_status,Select,option,To Bill
Production Plan,sales_order_status,Select,option,To Deliver
Production Plan,from_date,Date,label,From Date
Production Plan,to_date,Date,label,To Date
Production Plan,from_delivery_date,Date,label,From Delivery Date
Production Plan,to_delivery_date,Date,label,To Delivery Date
Production Plan,sales_orders_detail,Section Break,label,Sales Orders
Production Plan,get_sales_orders,Button,label,Get Sales Orders
Production Plan,sales_orders,Table,label,Sales Orders
Production Plan,material_request_detail,Section Break,label,Material Request Detail
Production Plan,get_material_request,Button,label,Get Material Request
Production Plan,material_requests,Table,label,Material Requests
Production Plan,select_items_to_manufacture_section,Section Break,label,Select Items to Manufacture
Production Plan,get_items,Button,label,Get Finished Goods for Manufacture
Production Plan,combine_items,Check,label,Consolidate Sales Order Items
Production Plan,po_items,Table,label,Assembly Items
Production Plan,prod_plan_references,Table,label,Production Plan Item Reference
Production Plan,section_break_24,Section Break,label,Sub Assembly Items
Production Plan,combine_sub_items,Check,label,Consolidate Sub Assembly Items
Production Plan,sub_assembly_warehouse,Link,label,Sub Assembly Warehouse
Production Plan,sub_assembly_warehouse,Link,description,"When a parent warehouse is chosen, the system conducts stock checks against the associated child warehouses"
Production Plan,skip_available_sub_assembly_item,Check,label,Skip Available Sub Assembly Items
Production Plan,skip_available_sub_assembly_item,Check,description,"If this checkbox is enabled, then the system won’t run the MRP for the available sub-assembly items."
Production Plan,get_sub_assembly_items,Button,label,Get Sub Assembly Items
Production Plan,download_materials_request_plan_section_section,Section Break,label,Preview Required Materials
Production Plan,download_materials_required,Button,label,Download Required Materials
Production Plan,material_request_planning,Section Break,label,Material Request Planning
Production Plan,include_non_stock_items,Check,label,Include Non Stock Items
Production Plan,include_subcontracted_items,Check,label,Include Subcontracted Items
Production Plan,consider_minimum_order_qty,Check,label,Consider Minimum Order Qty
Production Plan,include_safety_stock,Check,label,Include Safety Stock in Required Qty Calculation
Production Plan,ignore_existing_ordered_qty,Check,label,Ignore Available Stock
Production Plan,ignore_existing_ordered_qty,Check,description,"If enabled, the system will create material requests even if the stock exists in the 'Raw Materials Warehouse'."
Production Plan,for_warehouse,Link,label,Raw Materials Warehouse
Production Plan,get_items_for_mr,Button,label,Get Raw Materials for Purchase
Production Plan,transfer_materials,Button,label,Get Raw Materials for Transfer
Production Plan,mr_items,Table,label,Raw Materials
Production Plan,other_details,Section Break,label,Other Details
Production Plan,total_planned_qty,Float,label,Total Planned Qty
Production Plan,total_produced_qty,Float,label,Total Produced Qty
Production Plan,status,Select,label,Status
Production Plan,status,Select,option,Draft
Production Plan,status,Select,option,Submitted
Production Plan,status,Select,option,Not Started
Production Plan,status,Select,option,In Process
Production Plan,status,Select,option,Completed
Production Plan,status,Select,option,Closed
Production Plan,status,Select,option,Cancelled
Production Plan,status,Select,option,Material Requested
Production Plan,warehouses,Table MultiSelect,label,Warehouses
Production Plan,amended_from,Link,label,Amended From
Country,country_name,Data,label,Country Name
Country,date_format,Data,label,Date Format
Country,time_format,Data,label,Time format
Country,time_zones,Text,label,Time Zones
Country,code,Data,label,Code
Item Attribute,attribute_name,Data,label,Attribute Name
Item Attribute,numeric_values,Check,label,Numeric Values
Item Attribute,disabled,Check,label,Disabled
Item Attribute,from_range,Float,label,From Range
Item Attribute,increment,Float,label,Increment
Item Attribute,to_range,Float,label,To Range
Item Attribute,item_attribute_values,Table,label,Item Attribute Values
Dunning,naming_series,Select,label,Series
Dunning,naming_series,Select,option,DUNN-.MM.-.YY.-
Dunning,customer,Link,label,Customer
Dunning,customer_name,Data,label,Customer Name
Dunning,company,Link,label,Company
Dunning,posting_date,Date,label,Date
Dunning,posting_time,Time,label,Posting Time
Dunning,status,Select,label,Status
Dunning,status,Select,option,Draft
Dunning,status,Select,option,Resolved
Dunning,status,Select,option,Unresolved
Dunning,status,Select,option,Cancelled
Dunning,section_break_9,Section Break,label,Currency
Dunning,currency,Link,label,Currency
Dunning,conversion_rate,Float,label,Conversion Rate
Dunning,dunning_type,Link,label,Dunning Type
Dunning,rate_of_interest,Float,label,Rate of Interest (%) Yearly
Dunning,overdue_payments,Table,label,Overdue Payments
Dunning,total_interest,Currency,label,Total Interest
Dunning,dunning_fee,Currency,label,Dunning Fee
Dunning,dunning_amount,Currency,label,Dunning Amount
Dunning,base_dunning_amount,Currency,label,Dunning Amount (Company Currency)
Dunning,spacer,Data,label,Spacer
Dunning,total_outstanding,Currency,label,Total Outstanding
Dunning,grand_total,Currency,label,Grand Total
Dunning,printing_settings_section,Section Break,label,Printing Settings
Dunning,language,Link,label,Print Language
Dunning,body_text,Text Editor,label,Body Text
Dunning,letter_head,Link,label,Letter Head
Dunning,closing_text,Text Editor,label,Closing Text
Dunning,accounting_details_section,Section Break,label,Accounting Details
Dunning,income_account,Link,label,Income Account
Dunning,income_account,Link,description,For dunning fee and interest
Dunning,cost_center,Link,label,Cost Center
Dunning,amended_from,Link,label,Amended From
Dunning,address_and_contact_tab,Tab Break,label,Address & Contact
Dunning,customer_address,Link,label,Customer Address
Dunning,address_display,Small Text,label,Address
Dunning,contact_person,Link,label,Contact Person
Dunning,contact_display,Small Text,label,Contact
Dunning,contact_mobile,Small Text,label,Mobile No
Dunning,contact_email,Data,label,Contact Email
Dunning,company_address,Link,label,Company Address
Dunning,company_address_display,Small Text,label,Company Address Display
Salary Structure,company,Link,label,Company
Salary Structure,letter_head,Link,label,Letter Head
Salary Structure,is_active,Select,label,Is Active
Salary Structure,is_active,Select,option,Yes
Salary Structure,is_active,Select,option,No
Salary Structure,is_default,Select,label,Is Default
Salary Structure,is_default,Select,option,Yes
Salary Structure,is_default,Select,option,No
Salary Structure,currency,Link,label,Currency
Salary Structure,amended_from,Link,label,Amended From
Salary Structure,leave_encashment_amount_per_day,Currency,label,Leave Encashment Amount Per Day
Salary Structure,max_benefits,Currency,label,Max Benefits (Amount)
Salary Structure,salary_slip_based_on_timesheet,Check,label,Salary Slip Based on Timesheet
Salary Structure,payroll_frequency,Select,label,Payroll Frequency
Salary Structure,payroll_frequency,Select,option,Monthly
Salary Structure,payroll_frequency,Select,option,Fortnightly
Salary Structure,payroll_frequency,Select,option,Bimonthly
Salary Structure,payroll_frequency,Select,option,Weekly
Salary Structure,payroll_frequency,Select,option,Daily
Salary Structure,salary_component,Link,label,Salary Component
Salary Structure,salary_component,Link,description,Salary Component for timesheet based payroll.
Salary Structure,hour_rate,Currency,label,Hour Rate
Salary Structure,earning_deduction,Tab Break,label,Earnings & Deductions
Salary Structure,earning_deduction,Tab Break,description,Salary breakup based on Earning and Deduction.
Salary Structure,earnings,Table,label,Earnings
Salary Structure,deductions,Table,label,Deductions
Salary Structure,conditions_and_formula_variable_and_example,HTML,label,Conditions and Formula variable and example
Salary Structure,total_earning,Currency,label,Total Earning
Salary Structure,total_deduction,Currency,label,Total Deduction
Salary Structure,net_pay,Currency,label,Net Pay
Salary Structure,account,Tab Break,label,Account
Salary Structure,mode_of_payment,Link,label,Mode of Payment
Salary Structure,payment_account,Link,label,Payment Account
Code List,title,Data,label,Title
Code List,canonical_uri,Data,label,Canonical URI
Code List,url,Data,label,URL
Code List,default_common_code,Link,label,Default Common Code
Code List,default_common_code,Link,description,This value shall be used when no matching Common Code for a record is found.
Code List,version,Data,label,Version
Code List,publisher,Data,label,Publisher
Code List,publisher_id,Data,label,Publisher ID
Code List,description,Small Text,label,Description
Additional Salary,naming_series,Select,label,Series
Additional Salary,naming_series,Select,option,HR-ADS-.YY.-.MM.-
Additional Salary,employee,Link,label,Employee
Additional Salary,employee_name,Data,label,Employee Name
Additional Salary,department,Link,label,Department
Additional Salary,company,Link,label,Company
Additional Salary,is_recurring,Check,label,Is Recurring
Additional Salary,disabled,Check,label,Disabled
Additional Salary,from_date,Date,label,From Date
Additional Salary,to_date,Date,label,To Date
Additional Salary,payroll_date,Date,label,Payroll Date
Additional Salary,payroll_date,Date,description,The date on which Salary Component with Amount will contribute for Earnings/Deduction in Salary Slip.
Additional Salary,amended_from,Link,label,Amended From
Additional Salary,salary_details_section,Section Break,label,Salary
Additional Salary,salary_component,Link,label,Salary Component
Additional Salary,type,Data,label,Salary Component Type
Additional Salary,currency,Link,label,Currency
Additional Salary,amount,Currency,label,Amount
Additional Salary,deduct_full_tax_on_selected_payroll_date,Check,label,Deduct Full Tax on Selected Payroll Date
Additional Salary,overwrite_salary_structure_amount,Check,label,Overwrite Salary Structure Amount
Additional Salary,properties_and_references_section,Section Break,label,References
Additional Salary,ref_doctype,Link,label,Reference Document Type
Additional Salary,ref_docname,Dynamic Link,label,Reference Document
Shift Assignment,employee_details_section,Section Break,label,Employee Details
Shift Assignment,employee,Link,label,Employee
Shift Assignment,employee_name,Data,label,Employee Name
Shift Assignment,company,Link,label,Company
Shift Assignment,department,Link,label,Department
Shift Assignment,shift_details_section,Section Break,label,Shift Details
Shift Assignment,shift_type,Link,label,Shift Type
Shift Assignment,shift_location,Link,label,Shift Location
Shift Assignment,status,Select,label,Status
Shift Assignment,status,Select,option,Active
Shift Assignment,status,Select,option,Inactive
Shift Assignment,start_date,Date,label,Start Date
Shift Assignment,end_date,Date,label,End Date
Shift Assignment,shift_request,Link,label,Shift Request
Shift Assignment,shift_schedule_assignment,Link,label,Shift Schedule Assignment
Shift Assignment,amended_from,Link,label,Amended From
Newsletter,,DocType,doctype_description,Create and send emails to a specific group of subscribers periodically.
Newsletter,status_section,Section Break,label,Status
Newsletter,email_sent_at,Datetime,label,Email Sent At
Newsletter,total_recipients,Int,label,Total Recipients
Newsletter,total_views,Int,label,Total Views
Newsletter,email_sent,Check,label,Email Sent
Newsletter,from_section,Section Break,label,From
Newsletter,sender_name,Data,label,Sender Name
Newsletter,sender_email,Data,label,Sender Email
Newsletter,send_from,Data,label,Sender
Newsletter,recipients,Section Break,label,To
Newsletter,email_group,Table,label,Audience
Newsletter,subject_section,Section Break,label,Subject
Newsletter,subject,Small Text,label,Subject
Newsletter,newsletter_content,Section Break,label,Content
Newsletter,content_type,Select,label,Content Type
Newsletter,content_type,Select,option,Rich Text
Newsletter,content_type,Select,option,Markdown
Newsletter,content_type,Select,option,HTML
Newsletter,message,Text Editor,label,Message
Newsletter,message_md,Markdown Editor,label,Message (Markdown)
Newsletter,message_html,HTML Editor,label,Message (HTML)
Newsletter,campaign,Link,label,Campaign
Newsletter,attachments,Table,label,Attachments
Newsletter,send_unsubscribe_link,Check,label,Send Unsubscribe Link
Newsletter,send_webview_link,Check,label,Send Web View Link
Newsletter,schedule_settings_section,Section Break,label,Scheduled Sending
Newsletter,scheduled_to_send,Int,label,Scheduled To Send
Newsletter,schedule_sending,Check,label,Schedule sending at a later time
Newsletter,schedule_send,Datetime,label,Send Email At
Newsletter,publish_as_a_web_page_section,Section Break,label,Publish as a web page
Newsletter,published,Check,label,Published
Newsletter,route,Data,label,Route
Common Code,code_list,Link,label,Code List
Common Code,title,Data,label,Title
Common Code,common_code,Data,label,Common Code
Common Code,description,Small Text,label,Description
Common Code,additional_data,Code,label,Additional Data
Common Code,applies_to,Table,label,Applies To
Bank Account,account_name,Data,label,Account Name
Bank Account,account,Link,label,Company Account
Bank Account,bank,Link,label,Bank
Bank Account,account_type,Link,label,Account Type
Bank Account,account_subtype,Link,label,Account Subtype
Bank Account,disabled,Check,label,Disabled
Bank Account,is_default,Check,label,Is Default Account
Bank Account,is_company_account,Check,label,Is Company Account
Bank Account,is_company_account,Check,description,Setting the account as a Company Account is necessary for Bank Reconciliation
Bank Account,company,Link,label,Company
Bank Account,section_break_11,Section Break,label,Party Details
Bank Account,party_type,Link,label,Party Type
Bank Account,party,Dynamic Link,label,Party
Bank Account,account_details_section,Section Break,label,Account Details
Bank Account,iban,Data,label,IBAN
Bank Account,branch_code,Data,label,Branch Code
Bank Account,bank_account_no,Data,label,Bank Account No
Bank Account,address_and_contact,Section Break,label,Address and Contact
Bank Account,address_and_contact,Section Break,option,fa fa-map-marker
Bank Account,address_html,HTML,label,Address HTML
Bank Account,contact_html,HTML,label,Contact HTML
Bank Account,integration_details_section,Section Break,label,Integration Details
Bank Account,integration_id,Data,label,Integration ID
Bank Account,last_integration_date,Date,label,Last Integration Date
Bank Account,last_integration_date,Date,description,Change this date manually to setup the next synchronization start date
Bank Account,mask,Data,label,Mask
Webhook,sb_doc_events,Section Break,label,Doc Events
Webhook,webhook_doctype,Link,label,DocType
Webhook,webhook_docevent,Select,label,Doc Event
Webhook,webhook_docevent,Select,option,after_insert
Webhook,webhook_docevent,Select,option,on_update
Webhook,webhook_docevent,Select,option,on_submit
Webhook,webhook_docevent,Select,option,on_cancel
Webhook,webhook_docevent,Select,option,on_trash
Webhook,webhook_docevent,Select,option,on_update_after_submit
Webhook,webhook_docevent,Select,option,on_change
Webhook,enabled,Check,label,Enabled
Webhook,sb_condition,Section Break,label,Webhook Trigger
Webhook,condition,Small Text,label,Condition
Webhook,condition,Small Text,description,The webhook will be triggered if this expression is true
Webhook,html_condition,HTML,option,<p><strong>Condition Examples:</strong></p>
Webhook,html_condition,HTML,option,"<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000"
Webhook,html_condition,HTML,option,</pre>
Webhook,sb_webhook,Section Break,label,Webhook Request
Webhook,request_url,Small Text,label,Request URL
Webhook,is_dynamic_url,Check,label,Is Dynamic URL?
Webhook,is_dynamic_url,Check,description,"On checking this option, URL will be treated like a jinja template string"
Webhook,timeout,Int,label,Request Timeout
Webhook,timeout,Int,description,The number of seconds until the request expires
Webhook,background_jobs_queue,Autocomplete,label,Background Jobs Queue
Webhook,request_method,Select,label,Request Method
Webhook,request_method,Select,option,POST
Webhook,request_method,Select,option,PUT
Webhook,request_method,Select,option,DELETE
Webhook,request_structure,Select,label,Request Structure
Webhook,request_structure,Select,option,Form URL-Encoded
Webhook,request_structure,Select,option,JSON
Webhook,sb_security,Section Break,label,Webhook Security
Webhook,enable_security,Check,label,Enable Security
Webhook,webhook_secret,Password,label,Webhook Secret
Webhook,sb_webhook_headers,Section Break,label,Webhook Headers
Webhook,webhook_headers,Table,label,Headers
Webhook,sb_webhook_data,Section Break,label,Webhook Data
Webhook,webhook_data,Table,label,Data
Webhook,webhook_json,Code,label,JSON Request Body
Webhook,webhook_json,Code,description,"To add dynamic values from the document, use jinja tags like

<div>
<pre><code>{ ""id"": ""{{ doc.name }}"" }</code>
</pre>
</div>"
Webhook,preview_tab,Tab Break,label,Preview
Webhook,preview_document,Dynamic Link,label,Select Document
Webhook,meets_condition,Data,label,Meets Condition?
Webhook,preview_request_body,Code,label,Request Body
Salary Structure Assignment,employee,Link,label,Employee
Salary Structure Assignment,employee_name,Data,label,Employee Name
Salary Structure Assignment,department,Link,label,Department
Salary Structure Assignment,designation,Link,label,Designation
Salary Structure Assignment,grade,Link,label,Grade
Salary Structure Assignment,salary_structure,Link,label,Salary Structure
Salary Structure Assignment,from_date,Date,label,From Date
