doctype,fieldname,fieldtype,part,source
Print Heading,print_heading,Data,label,Print Heading
Print Heading,description,Small Text,label,Description
Print Format,print_format_for,Select,label,Print Format For
Print Format,print_format_for,Select,option,DocType
Print Format,print_format_for,Select,option,Report
Print Format,doc_type,Link,label,DocType
Print Format,report,Link,label,Report
Print Format,module,Link,label,Module
Print Format,default_print_language,Link,label,Default Print Language
Print Format,standard,Select,label,Standard
Print Format,standard,Select,option,No
Print Format,standard,Select,option,Yes
Print Format,custom_format,Check,label,Custom Format
Print Format,disabled,Check,label,Disabled
Print Format,pdf_generator,Select,label,PDF Generator
Print Format,print_format_type,Select,label,Print Format Type
Print Format,print_format_type,Select,option,Jinja
Print Format,print_format_type,Select,option,JS
Print Format,raw_printing,Check,label,Raw Printing
Print Format,html,Code,label,HTML
Print Format,raw_commands,Code,label,Raw Commands
Print Format,raw_commands,Code,description,Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.
Print Format,section_break_9,Section Break,label,Style Settings
Print Format,margin_top,Float,label,Margin Top
Print Format,margin_bottom,Float,label,Margin Bottom
Print Format,margin_left,Float,label,Margin Left
Print Format,margin_right,Float,label,Margin Right
Print Format,align_labels_right,Check,label,Align Labels to the Right
Print Format,show_section_headings,Check,label,Show Section Headings
Print Format,line_breaks,Check,label,Show Line Breaks after Sections
Print Format,absolute_value,Check,label,Show Absolute Values
Print Format,absolute_value,Check,description,"If checked, negative numeric values of Currency, Quantity or Count would be shown as positive"
Print Format,font_size,Int,label,Font Size
Print Format,font,Data,label,Google Font
Print Format,page_number,Select,label,Page Number
Print Format,page_number,Select,option,Hide
Print Format,page_number,Select,option,Top Left
Print Format,page_number,Select,option,Top Center
Print Format,page_number,Select,option,Top Right
Print Format,page_number,Select,option,Bottom Left
Print Format,page_number,Select,option,Bottom Center
Print Format,page_number,Select,option,Bottom Right
Print Format,css,Code,label,Custom CSS
Print Format,custom_html_help,HTML,label,Custom HTML Help
Print Format,custom_html_help,HTML,option,<h3>Custom CSS Help</h3>
Print Format,custom_html_help,HTML,option,<p>Notes:</p>
Print Format,custom_html_help,HTML,option,<ol>
Print Format,custom_html_help,HTML,option,<li>All field groups (label + value) are set attributes <code>data-fieldtype</code> and <code>data-fieldname</code></li>
Print Format,custom_html_help,HTML,option,<li>All values are given class <code>value</code></li>
Print Format,custom_html_help,HTML,option,<li>All Section Breaks are given class <code>section-break</code></li>
Print Format,custom_html_help,HTML,option,<li>All Column Breaks are given class <code>column-break</code></li>
Print Format,custom_html_help,HTML,option,</ol>
Print Format,custom_html_help,HTML,option,<h4>Examples</h4>
Print Format,custom_html_help,HTML,option,<p>1. Left align integers</p>
Print Format,custom_html_help,HTML,option,"<pre><code>[data-fieldtype=""Int""] .value { text-align: left; }</code></pre>"
Print Format,custom_html_help,HTML,option,<p>1. Add border to sections except the last section</p>
Print Format,custom_html_help,HTML,option,<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
Print Format,custom_html_help,HTML,option,.section-break:last-child { padding-bottom: 0px; border-bottom: 0px;  }</code></pre>
Print Format,print_format_help,HTML,label,Print Format Help
Print Format,print_format_help,HTML,option,<h3>Print Format Help</h3>
Print Format,print_format_help,HTML,option,<hr>
Print Format,print_format_help,HTML,option,<h4>Introduction</h4>
Print Format,print_format_help,HTML,option,<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
Print Format,print_format_help,HTML,option,"<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>"
Print Format,print_format_help,HTML,option,<hr>
Print Format,print_format_help,HTML,option,<h4>References</h4>
Print Format,print_format_help,HTML,option,<ol>
Print Format,print_format_help,HTML,option,"<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>"
Print Format,print_format_help,HTML,option,"<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>"
Print Format,print_format_help,HTML,option,</ol>
Print Format,print_format_help,HTML,option,<hr>
Print Format,print_format_help,HTML,option,<h4>Example</h4>
Print Format,print_format_help,HTML,option,"<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;"
Print Format,print_format_help,HTML,option,"&lt;div class=""row""&gt;"
Print Format,print_format_help,HTML,option,"&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;"
Print Format,print_format_help,HTML,option,"&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;"
Print Format,print_format_help,HTML,option,&lt;/div&gt;
Print Format,print_format_help,HTML,option,"&lt;div class=""row""&gt;"
Print Format,print_format_help,HTML,option,"&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;"
Print Format,print_format_help,HTML,option,"&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;"
Print Format,print_format_help,HTML,option,&lt;/div&gt;
Print Format,print_format_help,HTML,option,"&lt;table class=""table table-bordered""&gt;"
Print Format,print_format_help,HTML,option,&lt;tbody&gt;
Print Format,print_format_help,HTML,option,&lt;tr&gt;
Print Format,print_format_help,HTML,option,&lt;th&gt;Sr&lt;/th&gt;
Print Format,print_format_help,HTML,option,&lt;th&gt;Item Name&lt;/th&gt;
Print Format,print_format_help,HTML,option,&lt;th&gt;Description&lt;/th&gt;
Print Format,print_format_help,HTML,option,"&lt;th class=""text-right""&gt;Qty&lt;/th&gt;"
Print Format,print_format_help,HTML,option,"&lt;th class=""text-right""&gt;Rate&lt;/th&gt;"
Print Format,print_format_help,HTML,option,"&lt;th class=""text-right""&gt;Amount&lt;/th&gt;"
Print Format,print_format_help,HTML,option,&lt;/tr&gt;
Print Format,print_format_help,HTML,option,{%- for row in doc.items -%}
Print Format,print_format_help,HTML,option,&lt;tr&gt;
Print Format,print_format_help,HTML,option,"&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;"
Print Format,print_format_help,HTML,option,"&lt;td style=""width: 20%;""&gt;"
Print Format,print_format_help,HTML,option,{{ row.item_name }}
Print Format,print_format_help,HTML,option,{% if row.item_code != row.item_name -%}
Print Format,print_format_help,HTML,option,&lt;br&gt;Item Code: {{ row.item_code}}
Print Format,print_format_help,HTML,option,{%- endif %}
Print Format,print_format_help,HTML,option,&lt;/td&gt;
Print Format,print_format_help,HTML,option,"&lt;td style=""width: 37%;""&gt;"
Print Format,print_format_help,HTML,option,"&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;"
Print Format,print_format_help,HTML,option,"&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;"
Print Format,print_format_help,HTML,option,"&lt;td style=""width: 15%; text-align: right;""&gt;{{"
Print Format,print_format_help,HTML,option,"row.get_formatted(""rate"", doc) }}&lt;/td&gt;"
Print Format,print_format_help,HTML,option,"&lt;td style=""width: 15%; text-align: right;""&gt;{{"
Print Format,print_format_help,HTML,option,"row.get_formatted(""amount"", doc) }}&lt;/td&gt;"
Print Format,print_format_help,HTML,option,&lt;/tr&gt;
Print Format,print_format_help,HTML,option,{%- endfor -%}
Print Format,print_format_help,HTML,option,&lt;/tbody&gt;
Print Format,print_format_help,HTML,option,&lt;/table&gt;</code></pre>
Print Format,print_format_help,HTML,option,<hr>
Print Format,print_format_help,HTML,option,<h4>Common Functions</h4>
Print Format,print_format_help,HTML,option,"<table class=""table table-bordered"">"
Print Format,print_format_help,HTML,option,<tbody>
Print Format,print_format_help,HTML,option,<tr>
Print Format,print_format_help,HTML,option,"<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>"
Print Format,print_format_help,HTML,option,"<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>"
Print Format,print_format_help,HTML,option,</tr>
Print Format,print_format_help,HTML,option,<tr>
Print Format,print_format_help,HTML,option,"<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>"
Print Format,print_format_help,HTML,option,<td>Get value from another document.</td>
Print Format,print_format_help,HTML,option,</tr>
Print Format,print_format_help,HTML,option,</tbody>
Print Format,print_format_help,HTML,option,</table>
Print Format,format_data,Code,label,Format Data
Print Format,print_format_builder,Check,label,Print Format Builder
Print Format,print_format_builder_beta,Check,label,Print Format Builder Beta
Serial and Batch Bundle,item_details_tab,Tab Break,label,Serial and Batch
Serial and Batch Bundle,naming_series,Select,label,Naming Series
Serial and Batch Bundle,naming_series,Select,option,SABB-.########
Serial and Batch Bundle,company,Link,label,Company
Serial and Batch Bundle,item_name,Data,label,Item Name
Serial and Batch Bundle,has_serial_no,Check,label,Has Serial No
Serial and Batch Bundle,has_batch_no,Check,label,Has Batch No
Serial and Batch Bundle,item_code,Link,label,Item Code
Serial and Batch Bundle,warehouse,Link,label,Warehouse
Serial and Batch Bundle,type_of_transaction,Select,label,Type of Transaction
Serial and Batch Bundle,type_of_transaction,Select,option,Inward
Serial and Batch Bundle,type_of_transaction,Select,option,Outward
Serial and Batch Bundle,type_of_transaction,Select,option,Maintenance
Serial and Batch Bundle,type_of_transaction,Select,option,Asset Repair
Serial and Batch Bundle,serial_no_and_batch_no_tab,Section Break,label,Serial / Batch No
Serial and Batch Bundle,quantity_and_rate_section,Tab Break,label,Quantity and Rate
Serial and Batch Bundle,total_qty,Float,label,Total Qty
Serial and Batch Bundle,item_group,Link,label,Item Group
Serial and Batch Bundle,avg_rate,Float,label,Avg Rate
Serial and Batch Bundle,total_amount,Float,label,Total Amount
Serial and Batch Bundle,tab_break_12,Tab Break,label,Reference
Serial and Batch Bundle,voucher_type,Link,label,Voucher Type
Serial and Batch Bundle,voucher_no,Dynamic Link,label,Voucher No
Serial and Batch Bundle,voucher_detail_no,Data,label,Voucher Detail No
Serial and Batch Bundle,posting_date,Date,label,Posting Date
Serial and Batch Bundle,posting_time,Time,label,Posting Time
Serial and Batch Bundle,returned_against,Data,label,Returned Against
Serial and Batch Bundle,is_cancelled,Check,label,Is Cancelled
Serial and Batch Bundle,is_rejected,Check,label,Is Rejected
Serial and Batch Bundle,amended_from,Link,label,Amended From
Sales Invoice,customer_section,Section Break,option,fa fa-user
Sales Invoice,title,Data,label,Title
Sales Invoice,naming_series,Select,label,Series
Sales Invoice,naming_series,Select,option,فاکتور-فروش-.YYYY.-#####
Sales Invoice,naming_series,Select,option,ACC-SINV-.YYYY.-
Sales Invoice,naming_series,Select,option,ACC-SINV-RET-.YYYY.-
Sales Invoice,customer,Link,label,Customer
Sales Invoice,customer_name,Small Text,label,Customer Name
Sales Invoice,tax_id,Data,label,Tax Id
Sales Invoice,company,Link,label,Company
Sales Invoice,company_tax_id,Data,label,Company Tax ID
Sales Invoice,posting_date,Date,label,Date
Sales Invoice,posting_time,Time,label,Posting Time
Sales Invoice,set_posting_time,Check,label,Edit Posting Date and Time
Sales Invoice,due_date,Date,label,Payment Due Date
Sales Invoice,is_pos,Check,label,Include Payment (POS)
Sales Invoice,pos_profile,Link,label,POS Profile
Sales Invoice,is_consolidated,Check,label,Is Consolidated
Sales Invoice,is_return,Check,label,Is Return (Credit Note)
Sales Invoice,return_against,Link,label,Return Against
Sales Invoice,update_outstanding_for_self,Check,label,Update Outstanding for Self
Sales Invoice,update_outstanding_for_self,Check,description,"Credit Note will update it's own outstanding amount, even if 'Return Against' is specified."
Sales Invoice,update_billed_amount_in_sales_order,Check,label,Update Billed Amount in Sales Order
Sales Invoice,update_billed_amount_in_delivery_note,Check,label,Update Billed Amount in Delivery Note
Sales Invoice,is_debit_note,Check,label,Is Rate Adjustment Entry (Debit Note)
Sales Invoice,is_debit_note,Check,description,Issue a debit note with 0 qty against an existing Sales Invoice
Sales Invoice,amended_from,Link,label,Amended From
Sales Invoice,accounting_dimensions_section,Section Break,label,Accounting Dimensions
Sales Invoice,cost_center,Link,label,Cost Center
Sales Invoice,project,Link,label,Project
Sales Invoice,currency_and_price_list,Section Break,label,Currency and Price List
Sales Invoice,currency,Link,label,Currency
Sales Invoice,conversion_rate,Float,label,Exchange Rate
Sales Invoice,conversion_rate,Float,description,Rate at which Customer Currency is converted to customer's base currency
Sales Invoice,selling_price_list,Link,label,Price List
Sales Invoice,price_list_currency,Link,label,Price List Currency
Sales Invoice,plc_conversion_rate,Float,label,Price List Exchange Rate
Sales Invoice,plc_conversion_rate,Float,description,Rate at which Price list currency is converted to customer's base currency
Sales Invoice,ignore_pricing_rule,Check,label,Ignore Pricing Rule
Sales Invoice,items_section,Section Break,label,Items
Sales Invoice,items_section,Section Break,option,fa fa-shopping-cart
Sales Invoice,scan_barcode,Data,label,Scan Barcode
Sales Invoice,update_stock,Check,label,Update Stock
Sales Invoice,last_scanned_warehouse,Data,label,Last Scanned Warehouse
Sales Invoice,set_warehouse,Link,label,Source Warehouse
Sales Invoice,set_target_warehouse,Link,label,Set Target Warehouse
Sales Invoice,items,Table,label,Items
Sales Invoice,total_qty,Float,label,Total Quantity
Sales Invoice,total_net_weight,Float,label,Total Net Weight
Sales Invoice,base_total,Currency,label,Total (Company Currency)
Sales Invoice,base_net_total,Currency,label,Net Total (Company Currency)
Sales Invoice,total,Currency,label,Total
Sales Invoice,net_total,Currency,label,Net Total
Sales Invoice,taxes_section,Section Break,label,Taxes and Charges
Sales Invoice,taxes_section,Section Break,option,fa fa-money
Sales Invoice,tax_category,Link,label,Tax Category
Sales Invoice,taxes_and_charges,Link,label,Sales Taxes and Charges Template
Sales Invoice,shipping_rule,Link,label,Shipping Rule
Sales Invoice,incoterm,Link,label,Incoterm
Sales Invoice,named_place,Data,label,Named Place
Sales Invoice,taxes,Table,label,Sales Taxes and Charges
Sales Invoice,base_total_taxes_and_charges,Currency,label,Total Taxes and Charges (Company Currency)
Sales Invoice,total_taxes_and_charges,Currency,label,Total Taxes and Charges
Sales Invoice,totals,Section Break,label,Totals
Sales Invoice,totals,Section Break,option,fa fa-money
Sales Invoice,base_grand_total,Currency,label,Grand Total (Company Currency)
Sales Invoice,base_rounding_adjustment,Currency,label,Rounding Adjustment (Company Currency)
Sales Invoice,base_rounded_total,Currency,label,Rounded Total (Company Currency)
Sales Invoice,base_in_words,Small Text,label,In Words (Company Currency)
Sales Invoice,base_in_words,Small Text,description,In Words will be visible once you save the Sales Invoice.
Sales Invoice,grand_total,Currency,label,Grand Total
Sales Invoice,rounding_adjustment,Currency,label,Rounding Adjustment
Sales Invoice,use_company_roundoff_cost_center,Check,label,Use Company default Cost Center for Round off
Sales Invoice,rounded_total,Currency,label,Rounded Total
Sales Invoice,in_words,Small Text,label,In Words
Sales Invoice,total_advance,Currency,label,Total Advance
Sales Invoice,outstanding_amount,Currency,label,Outstanding Amount
Sales Invoice,disable_rounded_total,Check,label,Disable Rounded Total
Sales Invoice,section_break_49,Section Break,label,Additional Discount
Sales Invoice,apply_discount_on,Select,label,Apply Additional Discount On
Sales Invoice,apply_discount_on,Select,option,Grand Total
Sales Invoice,apply_discount_on,Select,option,Net Total
Sales Invoice,base_discount_amount,Currency,label,Additional Discount Amount (Company Currency)
Sales Invoice,is_cash_or_non_trade_discount,Check,label,Is Cash or Non Trade Discount
Sales Invoice,additional_discount_account,Link,label,Discount Account
Sales Invoice,additional_discount_percentage,Float,label,Additional Discount Percentage
Sales Invoice,discount_amount,Currency,label,Additional Discount Amount
Sales Invoice,sec_tax_breakup,Section Break,label,Tax Breakup
Sales Invoice,other_charges_calculation,Text Editor,label,Taxes and Charges Calculation
Sales Invoice,pricing_rule_details,Section Break,label,Pricing Rules
Sales Invoice,pricing_rules,Table,label,Pricing Rule Detail
Sales Invoice,packing_list,Section Break,label,Packing List
Sales Invoice,packing_list,Section Break,option,fa fa-suitcase
Sales Invoice,packed_items,Table,label,Packed Items
Sales Invoice,product_bundle_help,HTML,label,Product Bundle Help
Sales Invoice,time_sheet_list,Section Break,label,Time Sheet List
Sales Invoice,timesheets,Table,label,Time Sheets
Sales Invoice,total_billing_hours,Float,label,Total Billing Hours
Sales Invoice,total_billing_amount,Currency,label,Total Billing Amount
Sales Invoice,payments_tab,Tab Break,label,Payments
Sales Invoice,payments_section,Section Break,label,Payments
Sales Invoice,payments_section,Section Break,option,fa fa-money
Sales Invoice,cash_bank_account,Link,label,Cash/Bank Account
Sales Invoice,payments,Table,label,Sales Invoice Payment
Sales Invoice,base_paid_amount,Currency,label,Paid Amount (Company Currency)
Sales Invoice,paid_amount,Currency,label,Paid Amount
Sales Invoice,section_break_88,Section Break,label,Changes
Sales Invoice,base_change_amount,Currency,label,Base Change Amount (Company Currency)
Sales Invoice,change_amount,Currency,label,Change Amount
Sales Invoice,account_for_change_amount,Link,label,Account for Change Amount
Sales Invoice,advances_section,Section Break,label,Advance Payments
Sales Invoice,advances_section,Section Break,option,fa fa-money
Sales Invoice,allocate_advances_automatically,Check,label,Allocate Advances Automatically (FIFO)
Sales Invoice,only_include_allocated_payments,Check,label,Only Include Allocated Payments
Sales Invoice,only_include_allocated_payments,Check,description,Advance payments allocated against orders will only be fetched
Sales Invoice,get_advances,Button,label,Get Advances Received
Sales Invoice,advances,Table,label,Advances
Sales Invoice,write_off_section,Section Break,label,Write Off
Sales Invoice,write_off_amount,Currency,label,Write Off Amount
Sales Invoice,base_write_off_amount,Currency,label,Write Off Amount (Company Currency)
Sales Invoice,write_off_outstanding_amount_automatically,Check,label,Write Off Outstanding Amount
Sales Invoice,write_off_account,Link,label,Write Off Account
Sales Invoice,write_off_cost_center,Link,label,Write Off Cost Center
Sales Invoice,loyalty_points_redemption,Section Break,label,Loyalty Points Redemption
Sales Invoice,redeem_loyalty_points,Check,label,Redeem Loyalty Points
Sales Invoice,loyalty_points,Int,label,Loyalty Points
Sales Invoice,loyalty_amount,Currency,label,Loyalty Amount
Sales Invoice,loyalty_program,Link,label,Loyalty Program
Sales Invoice,loyalty_redemption_account,Link,label,Redemption Account
Sales Invoice,loyalty_redemption_cost_center,Link,label,Redemption Cost Center
Sales Invoice,contact_and_address_tab,Tab Break,label,Address & Contact
Sales Invoice,address_and_contact,Section Break,label,Billing Address
Sales Invoice,customer_address,Link,label,Customer Address
Sales Invoice,address_display,Small Text,label,Address
Sales Invoice,contact_person,Link,label,Contact Person
Sales Invoice,contact_display,Small Text,label,Contact
Sales Invoice,contact_mobile,Small Text,label,Mobile No
Sales Invoice,contact_email,Data,label,Contact Email
Sales Invoice,territory,Link,label,Territory
Sales Invoice,shipping_address_section,Section Break,label,Shipping Address
Sales Invoice,shipping_address_name,Link,label,Shipping Address Name
Sales Invoice,shipping_address,Small Text,label,Shipping Address
Sales Invoice,dispatch_address_name,Link,label,Dispatch Address Name
Sales Invoice,dispatch_address,Small Text,label,Dispatch Address
Sales Invoice,company_address_section,Section Break,label,Company Address
Sales Invoice,company_address,Link,label,Company Address Name
Sales Invoice,company_address_display,Small Text,label,Company Address
Sales Invoice,company_contact_person,Link,label,Company Contact Person
Sales Invoice,terms_tab,Tab Break,label,Terms
Sales Invoice,payment_schedule_section,Section Break,label,Payment Terms
Sales Invoice,ignore_default_payment_terms_template,Check,label,Ignore Default Payment Terms Template
Sales Invoice,payment_terms_template,Link,label,Payment Terms Template
Sales Invoice,payment_schedule,Table,label,Payment Schedule
Sales Invoice,terms_section_break,Section Break,label,Terms and Conditions
Sales Invoice,tc_name,Link,label,Terms
Sales Invoice,terms,Text Editor,label,Terms and Conditions Details
Sales Invoice,more_info_tab,Tab Break,label,More Info
Sales Invoice,customer_po_details,Section Break,label,Customer PO Details
Sales Invoice,po_no,Data,label,Customer's Purchase Order
Sales Invoice,po_date,Date,label,Customer's Purchase Order Date
Sales Invoice,more_info,Section Break,label,Accounting Details
Sales Invoice,more_info,Section Break,option,fa fa-file-text
Sales Invoice,debit_to,Link,label,Debit To
Sales Invoice,party_account_currency,Link,label,Party Account Currency
Sales Invoice,is_opening,Select,label,Is Opening Entry
Sales Invoice,is_opening,Select,option,No
Sales Invoice,is_opening,Select,option,Yes
Sales Invoice,unrealized_profit_loss_account,Link,label,Unrealized Profit / Loss Account
Sales Invoice,unrealized_profit_loss_account,Link,description,Unrealized Profit / Loss account for intra-company transfers
Sales Invoice,against_income_account,Small Text,label,Against Income Account
Sales Invoice,sales_team_section_break,Section Break,label,Commission
Sales Invoice,sales_team_section_break,Section Break,option,fa fa-group
Sales Invoice,sales_partner,Link,label,Sales Partner
Sales Invoice,amount_eligible_for_commission,Currency,label,Amount Eligible for Commission
Sales Invoice,commission_rate,Float,label,Commission Rate (%)
Sales Invoice,total_commission,Currency,label,Total Commission
Sales Invoice,section_break2,Section Break,label,Sales Team
Sales Invoice,sales_team,Table,label,Sales Contributions and Incentives
Sales Invoice,edit_printing_settings,Section Break,label,Print Settings
Sales Invoice,letter_head,Link,label,Letter Head
Sales Invoice,group_same_items,Check,label,Group same items
Sales Invoice,select_print_heading,Link,label,Print Heading
Sales Invoice,language,Data,label,Print Language
Sales Invoice,subscription_section,Section Break,label,Subscription
Sales Invoice,subscription,Link,label,Subscription
Sales Invoice,from_date,Date,label,From Date
Sales Invoice,auto_repeat,Link,label,Auto Repeat
Sales Invoice,to_date,Date,label,To Date
Sales Invoice,update_auto_repeat_reference,Button,label,Update Auto Repeat Reference
Sales Invoice,more_information,Section Break,label,Additional Info
Sales Invoice,status,Select,label,Status
Sales Invoice,status,Select,option,Draft
Sales Invoice,status,Select,option,Return
Sales Invoice,status,Select,option,Credit Note Issued
Sales Invoice,status,Select,option,Submitted
Sales Invoice,status,Select,option,Paid
Sales Invoice,status,Select,option,Partly Paid
Sales Invoice,status,Select,option,Unpaid
Sales Invoice,status,Select,option,Unpaid and Discounted
Sales Invoice,status,Select,option,Partly Paid and Discounted
Sales Invoice,status,Select,option,Overdue and Discounted
Sales Invoice,status,Select,option,Overdue
Sales Invoice,status,Select,option,Cancelled
Sales Invoice,status,Select,option,Internal Transfer
Sales Invoice,inter_company_invoice_reference,Link,label,Inter Company Invoice Reference
Sales Invoice,campaign,Link,label,Campaign
Sales Invoice,represents_company,Link,label,Represents Company
Sales Invoice,represents_company,Link,description,Company which internal customer represents
Sales Invoice,source,Link,label,Source
Sales Invoice,customer_group,Link,label,Customer Group
Sales Invoice,is_internal_customer,Check,label,Is Internal Customer
Sales Invoice,is_discounted,Check,label,Is Discounted
Sales Invoice,remarks,Small Text,label,Remarks
Sales Invoice,connections_tab,Tab Break,label,Connections
System Settings,app_name,Data,label,Application Name
System Settings,app_name,Data,description,The application name will be used in the Login page.
System Settings,country,Link,label,Country
System Settings,language,Link,label,Language
System Settings,time_zone,Select,label,Time Zone
System Settings,currency,Link,label,Currency
System Settings,currency,Link,description,Default display currency
System Settings,enable_onboarding,Check,label,Enable Onboarding
System Settings,setup_complete,Check,label,Setup Complete
System Settings,disable_document_sharing,Check,label,Disable Document Sharing
System Settings,date_and_number_format,Section Break,label,Date and Number Format
System Settings,date_format,Select,label,Date Format
System Settings,date_format,Select,option,yyyy-mm-dd
System Settings,date_format,Select,option,dd-mm-yyyy
System Settings,date_format,Select,option,dd/mm/yyyy
System Settings,date_format,Select,option,dd.mm.yyyy
System Settings,date_format,Select,option,mm/dd/yyyy
System Settings,date_format,Select,option,mm-dd-yyyy
System Settings,time_format,Select,label,Time Format
System Settings,time_format,Select,option,HH:mm:ss
System Settings,time_format,Select,option,HH:mm
System Settings,number_format,Select,label,Number Format
System Settings,number_format,Select,option,"#,###.##"
System Settings,number_format,Select,option,"#.###,##"
System Settings,number_format,Select,option,# ###.##
System Settings,number_format,Select,option,"# ###,##"
System Settings,number_format,Select,option,#'###.##
System Settings,number_format,Select,option,"#, ###.##"
System Settings,number_format,Select,option,"#,##,###.##"
System Settings,number_format,Select,option,"#,###.###"
System Settings,number_format,Select,option,#.###
System Settings,number_format,Select,option,"#,###"
System Settings,use_number_format_from_currency,Check,label,Use Number Format from Currency
System Settings,first_day_of_the_week,Select,label,First Day of the Week
System Settings,first_day_of_the_week,Select,option,Sunday
System Settings,first_day_of_the_week,Select,option,Monday
System Settings,first_day_of_the_week,Select,option,Tuesday
System Settings,first_day_of_the_week,Select,option,Wednesday
System Settings,first_day_of_the_week,Select,option,Thursday
System Settings,first_day_of_the_week,Select,option,Friday
System Settings,first_day_of_the_week,Select,option,Saturday
System Settings,float_precision,Select,label,Float Precision
System Settings,float_precision,Select,option,2
System Settings,float_precision,Select,option,3
System Settings,float_precision,Select,option,4
System Settings,float_precision,Select,option,5
System Settings,float_precision,Select,option,6
System Settings,float_precision,Select,option,7
System Settings,float_precision,Select,option,8
System Settings,float_precision,Select,option,9
System Settings,currency_precision,Select,label,Currency Precision
System Settings,currency_precision,Select,description,"If not set, the currency precision will depend on number format"
System Settings,currency_precision,Select,option,0
System Settings,currency_precision,Select,option,1
System Settings,currency_precision,Select,option,2
System Settings,currency_precision,Select,option,3
System Settings,currency_precision,Select,option,4
System Settings,currency_precision,Select,option,5
System Settings,currency_precision,Select,option,6
System Settings,currency_precision,Select,option,7
System Settings,currency_precision,Select,option,8
System Settings,currency_precision,Select,option,9
System Settings,rounding_method,Select,label,Rounding Method
System Settings,rounding_method,Select,option,Banker's Rounding (legacy)
System Settings,rounding_method,Select,option,Banker's Rounding
System Settings,rounding_method,Select,option,Commercial Rounding
System Settings,permissions,Section Break,label,Permissions
System Settings,apply_strict_user_permissions,Check,label,Apply Strict User Permissions
System Settings,apply_strict_user_permissions,Check,description,"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User"
System Settings,allow_older_web_view_links,Check,label,Allow Older Web View Links (Insecure)
System Settings,security_tab,Tab Break,label,Login
System Settings,session_expiry,Data,label,Session Expiry (idle timeout)
System Settings,session_expiry,Data,description,Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.
System Settings,document_share_key_expiry,Int,label,Document Share Key Expiry (in Days)
System Settings,document_share_key_expiry,Int,description,Number of days after which the document Web View link shared on email will be expired
System Settings,deny_multiple_sessions,Check,label,Allow only one session per user
System Settings,deny_multiple_sessions,Check,description,Note: Multiple sessions will be allowed in case of mobile device
System Settings,disable_user_pass_login,Check,label,Disable Username/Password Login
System Settings,disable_user_pass_login,Check,description,Make sure to configure a Social Login Key before disabling to prevent lockout
System Settings,max_signups_allowed_per_hour,Int,label,Max signups allowed per hour
System Settings,login_methods_section,Section Break,label,Login Methods
System Settings,allow_login_using_mobile_number,Check,label,Allow Login using Mobile Number
System Settings,allow_login_using_mobile_number,Check,description,User can login using Email id or Mobile number
System Settings,allow_login_using_user_name,Check,label,Allow Login using User Name
System Settings,allow_login_using_user_name,Check,description,User can login using Email id or User Name
System Settings,login_with_email_link,Check,label,Login with email link
System Settings,login_with_email_link,Check,description,"Allow users to log in without a password, using a login link sent to their email"
System Settings,login_with_email_link_expiry,Int,label,Login with email link expiry (in minutes)
System Settings,rate_limit_email_link_login,Int,label,Rate limit for email link login
System Settings,rate_limit_email_link_login,Int,description,You can set a high value here if multiple users will be logging in from the same network.
System Settings,brute_force_security,Section Break,label,Brute Force Security
System Settings,allow_consecutive_login_attempts,Int,label,Allow Consecutive Login Attempts
System Settings,allow_login_after_fail,Int,label,Allow Login After Fail
System Settings,allow_login_after_fail,Int,description,In seconds
System Settings,two_factor_authentication,Section Break,label,Two Factor Authentication
System Settings,enable_two_factor_auth,Check,label,Enable Two Factor Auth
System Settings,bypass_2fa_for_retricted_ip_users,Check,label,Bypass Two Factor Auth for users who login from restricted IP Address
